UBIGEO,NOMBRE,DEPARTAMENTO,DISTRITO
150132,OPTICAS MAXLENT´S,LIMA,SAN JUAN DE LURIGANCHO
040121,POSTA MEDICA SANTA RITA DE SIGUAS,AREQUIPA,SANTA RITA DE SIHUAS
160113,CENTRO DE SALUD QUALITY SERV.,LORETO,SAN JUAN BAUTISTA
160305,PUESTO DE SALUD I-2 SARAMURILLO,LORETO,URARINAS
060417,CENTRO PALMA,CAJAMARCA,TACABAMBA
100311,AISPED PATAY RONDOS,HUANUCO,MARIAS
190101,RV MEDIC SALUD OCUPACIONAL SO SRL,PASCO,CHAUPIMARCA
040103,CONSULTORIO MEDICO SAN ANTONIO E.I.R.L,AREQUIPA,CAYMA
150140,MULTIDENT MONTERRICO,LIMA,SANTIAGO DE SURCO
160101,policlinico san lorenzo amazon,LORETO,IQUITOS
090705,POSTA MEDICA CAMPO ARMIÑO,HUANCAVELICA,COLCABAMBA
160112,PIAS MORONA,LORETO,BELEN
150120,BLUE SMILE,LIMA,MAGDALENA DEL MAR
160113,CENTRO MÉDICO HEALTH CARE SAC,LORETO,SAN JUAN BAUTISTA
160113,CENTRO MEDICO JH E.I.R.L,LORETO,SAN JUAN BAUTISTA
150137,DENTAL PERFECT,LIMA,SANTA ANITA
150119,UNIDAD MEDICA OCUPACIONAL VSI INDUSTRIAL,LIMA,LURIN
120101,CENTRO ODONTOLÓGICO ARAUJO,JUNIN,HUANCAYO
120302,CENTRO DE SALUD MENTAL COMUNITARIO PICHANAKI,JUNIN,PERENE
101007,AISPED JESUS - CAURI,HUANUCO,SAN MIGUEL DE CAURI
150131,LABORATORIOS CLINICOS INTEGRADOS,LIMA,SAN ISIDRO
060501,EL MOTE,CAJAMARCA,CONTUMAZA
150108,"POSTA DE SALUD ""CRL JOSÉ JOAQUÍN INCLAN""",LIMA,CHORRILLOS
200104,CENTRO ODONTOLOGICO UNIDENT,PIURA,CASTILLA
150708,S.G. NATCLAR S.A.C - HUANZA,LIMA,HUANZA
150201,CENTRO DE SALUD MENTAL COMUNITARIO DE BARRANCA,LIMA,BARRANCA
200701,AMBULANCIA DE PETROPERU   P2P-813,PIURA,PARIÑAS
150108,CLINICA RICARDO PALMA CENTRO MEDICO PLAZA LIMA SUR,LIMA,CHORRILLOS
200104,FISIO CENTER,PIURA,CASTILLA
150810,CENTRO MEDICO LOS ANGELES EN EL CIELO SAC,LIMA,SANTA MARIA
060701,CENTRO ODONTOLÓGICO MUSADENT G&B S.R.L,CAJAMARCA,BAMBAMARCA
150116,ESTHETICDENT,LIMA,LINCE
200101,CONSULTORIOS MUCHIK S.A.C.,PIURA,PIURA
160112,AISPED TIGRE,LORETO,BELEN
110101,CONSULTORIO MEDICO PODER JUDICIAL ICA,ICA,ICA
080101,JUAN HINOJOSA VARGAS,CUSCO,CUSCO
160112,AISPED UCAYALI,LORETO,BELEN
160112,AISPED ANGAMOS,LORETO,BELEN
040126,fisiomedical centro de fisioterapía y deporte,AREQUIPA,YANAHUARA
040126,MEDICLASER,AREQUIPA,YANAHUARA
200104,DENTAL COSMETIC'S,PIURA,CASTILLA
200115,LABORATORIO CLINICO HEMOLAB S.A.C.,PIURA,VEINTISEIS DE OCTUBRE
080101,SAN MARTIN UNIDAD MEDICA SO,CUSCO,CUSCO
160108,NEXLAB S.A.C.,LORETO,PUNCHANA
230101,ClipsDent,TACNA,TACNA
190107,TALLAPAMPA,PASCO,PAUCARTAMBO
200115,OPTICA EUROVISION,PIURA,VEINTISEIS DE OCTUBRE
060101,CENTRO MEDICO SAN ISIDRO,CAJAMARCA,CAJAMARCA
080101,CORAZON DE JESUS,CUSCO,CUSCO
200104,MEDIVISION PIURA S.A.C.,PIURA,CASTILLA
200104,CENTRO MEDICO LECCA REYES E.I.R.L.,PIURA,CASTILLA
150113,CLINICA SAN MIGUEL S.A.C,LIMA,JESUS MARIA
160108,CENTRO MÉDICO ESTÉTICO CATTLEYA,LORETO,PUNCHANA
150119,POLICLINICO VIDA & SALUD J.A.L.,LIMA,LURIN
110501,CENSEMI SAC,ICA,PISCO
120114,CENTRO DE RADIOLOGIA ESPECIALIZADA PABEL,JUNIN,EL TAMBO
150123,CONSULTORIO MEDICO MEDISUR,LIMA,PACHACAMAC
070101,POLICLINICO EFRALAB,CALLAO,CALLAO
150101,CONSULTORIO MÉDICO OSINERGMIN MAGDALENA,LIMA,LIMA
150143,CONSULTORIO DENTAL SOLIDARIDAD DE VILLA MARIA,LIMA,VILLA MARIA DEL TRIUNFO
150101,CONSULTORIO MEDICO TIANMEN,LIMA,LIMA
120808,CENTRO DE ASISTENCIA MÉDICA Y MEDICINA OCUPACIONAL CLÍNICA GONZÁLES SEDE LA OROYA,JUNIN,SANTA ROSA DE SACCO
160603,IPRESS SANTA ANA,LORETO,PADRE MARQUEZ
150103,CONSULTORIO MEDICO DE SEDAPAL- SEDE ATE,LIMA,ATE
210115,SAN JERONIMO DE ULLAGACHI,PUNO,VILQUE
150120,Servicios Integrales Somos Salud y Vida S.A.C.,LIMA,MAGDALENA DEL MAR
190113,CENTRO MEDICO SAN MAGNO EIRL,PASCO,YANACANCHA
150805,CONSULTORIO DENTAL VIRGEN DEL CARMEN,LIMA,HUALMAY
150116,CONSULTORIO ODONTOLOGICO  WELL DENT,LIMA,LINCE
190101,CLINICA ARMAS,PASCO,CHAUPIMARCA
220909,"CENTRO DE SALUD MENTAL COMUNITARIO ""LA BANDA DE SHILCAYO""",SAN MARTIN,LA BANDA DE SHILCAYO
081306,OXIGEN MEDICAL NETWORK VALLE SAGRADO,CUSCO,OLLANTAYTAMBO
150142,CONSULTORIO ODONTOLOGICO KIRU,LIMA,VILLA EL SALVADOR
150132,Consultorio Odontológico Profesional Emapal Dent,LIMA,SAN JUAN DE LURIGANCHO
120114,RESIDENCIA GERIÁTRICA EDAD DE ORO,JUNIN,EL TAMBO
120503,PARI,JUNIN,ONDORES
230101,CONSULTORIO OBSTETRICO SIEMPRE MUJER,TACNA,TACNA
250105,CENTRO DE DIALISIS NOSTRA SIGNORA DI LOURDES SAC,UCAYALI,YARINACOCHA
150120,REPROFETUS,LIMA,MAGDALENA DEL MAR
150101,BIOMEDICAL CENTER,LIMA,LIMA
150123,CONSULTORIO DENTAL ZEGARRA,LIMA,PACHACAMAC
200104,DENTAL VASMOR,PIURA,CASTILLA
150133,TOSUR  S.A.C.,LIMA,SAN JUAN DE MIRAFLORES
130901,CENTRO DE SALUD MENTAL COMUNITARIO SEMBRANDO ESPERANZA DE HUAMACHUCO,LA LIBERTAD,HUAMACHUCO
150120,SEQUENCE REFERENCE LAB,LIMA,MAGDALENA DEL MAR
040101,CONSULTORIO DE ESPECIALIDADES MÉDICAS VIRGEN DE CHAPI,AREQUIPA,AREQUIPA
200104,CONSULTORIO MEDICO PEDIATRICO,PIURA,CASTILLA
150101,LATERAL,LIMA,LIMA
200101,SANTA LUCIA LABORATORIO CLINICO Y HEMATOLOGICO MEDICA OCUPACIONAL S.A.C.,PIURA,PIURA
150810,CENTRO MEDICO NO TE PASES S.A.C,LIMA,SANTA MARIA
150116,INBIOMEDIC,LIMA,LINCE
200104,DENTAL ZAPATA,PIURA,CASTILLA
200104,SAMU - SERVICIO DE ATENCIÓN MÓVIL DE URGENCIAS,PIURA,CASTILLA
170104,LAS MERCEDES,MADRE DE DIOS,LABERINTO
160108,PIAS RIO PUTUMAYO I,LORETO,PUNCHANA
120803,POSTA MÉDICA UNIDAD MEDICA ANDAYCHAGUA,JUNIN,HUAY HUAY
150101,TBTB PERÚ,LIMA,LIMA
060801,CENTRO MEDICO SAN JUAN,CAJAMARCA,JAEN
040101,CONSULTORIO DE PSICOLOGIA - DELUZ PSICOLOGIA ESPECIALIZADA,AREQUIPA,AREQUIPA
200101,CENTRO MEDICO MUNDO PEDIATRICO S.R.L.,PIURA,PIURA
200104,BUENA VISION NORTE E.I.R.L.,PIURA,CASTILLA
100602,PENDENCIA,HUANUCO,DANIEL ALOMIA ROBLES
150122,CENTRO DIAGNOSTICO MIRAFLORES,LIMA,MIRAFLORES
150716,SAN ANTONIO,LIMA,SAN ANTONIO
150120,ECOVISION MEDICAL,LIMA,MAGDALENA DEL MAR
080108,SEÑOR DE LOS TEMBLORES,CUSCO,WANCHAQ
120901,CONSULTORIO MEDICO EMANUEL,JUNIN,CHUPACA
150134,DENTAL DOUS,LIMA,SAN LUIS
190204,OCHO DE DICIEMBRE,PASCO,PAUCAR
100804,MONTEHUASI,HUANUCO,UMARI
120606,PUERTO PORVENIR,JUNIN,PANGOA
180101,CENTRO ODONTOLOGICO AMERICANO - MOQUEGUA,MOQUEGUA,MOQUEGUA
200115,"LABORATORIO CLINICO ""CRISTO SALUD Y VIDA""",PIURA,VEINTISEIS DE OCTUBRE
120604,TEORIA,JUNIN,MAZAMARI
080408,CHANCAMAYO,CUSCO,YANATILE
050110,"CENTRO MEDICO  ""MARÍA AUXILIADORA"" S.A.C.",AYACUCHO,SAN JUAN BAUTISTA
120805,POSTA MEDICA UNIDAD DE TICLIO,JUNIN,MOROCOCHA
190109,PUESTO DE SALUD E.P. PASCO,PASCO,SIMON BOLIVAR
040606,POLICLINICO CENTURY,AREQUIPA,RIO GRANDE
040129,omniamedica sociedad anonima cerrada,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
150110,FABIDENT,LIMA,COMAS
200701,"CENTRO ODONTOLOGICO ""ORTODONCIA SMILE""",PIURA,PARIÑAS
130704,BERMANLAB,LA LIBERTAD,PACASMAYO
150118,POLICLINICO SANTA FE,LIMA,LURIGANCHO
050304,PUESTO DE SALUD SAN ANTONIO DE JULO,AYACUCHO,SANTIAGO DE LUCANAMARCA
200101,CENTRO MEDICO SANTA MARIA DE LOS ANGELES S.R.L.,PIURA,PIURA
150135,POLICLINICO T'SANA,LIMA,SAN MARTIN DE PORRES
211105,POLICLINICO HOLY ROSE JR,PUNO,SAN MIGUEL
150801,SAMU REGIÓN LIMA,LIMA,HUACHO
150120,BIOLINKS S.A.,LIMA,MAGDALENA DEL MAR
080101,CAYETANO HEREDIA,CUSCO,CUSCO
211105,"Centro de Atención Integral ""Sumaq kausay""",PUNO,SAN MIGUEL
130111,CLÍNICA FÁTIMA,LA LIBERTAD,VICTOR LARCO HERRERA
200101,CENTRO ODONTOLOGICO ORAL ESTHETC - PIURA E.I.R.L.,PIURA,PIURA
080101,ODONTOLIT,CUSCO,CUSCO
080101,OSCAR HINOJOSA,CUSCO,CUSCO
200701,NAVIERA TRAMARSA S.A.,PIURA,PARIÑAS
150122,CABI CARE,LIMA,MIRAFLORES
150101,POLICLINICO MEDICARRERA,LIMA,LIMA
180301,CENTRO MEDICO PAMPA INALAMBRICA,MOQUEGUA,ILO
200104,CONSULTORIO ESTETICO PRIVADO DRA. SALLY GARCIA GARCIA,PIURA,CASTILLA
150801,CONSULTORIO ODONTOLOGICO MOLINA,LIMA,HUACHO
150135,EXACTOLAB,LIMA,SAN MARTIN DE PORRES
100102,TECNOLAB,HUANUCO,AMARILIS
040101,CONSULTORIO MÉDICO DE OFTALMOLOGÍA,AREQUIPA,AREQUIPA
200115,"CENTRO MEDICO   ""CESPEDES""",PIURA,VEINTISEIS DE OCTUBRE
160201,P.S. I-1 NUEVO PIJUAYAL DE YURIMAGUAS,LORETO,YURIMAGUAS
051108,PUESTO DE SALUD SAN LORENZO DE ÑUÑUNHUAYCCO,AYACUCHO,VISCHONGO
110101,CLINICA DE ORTOPEDIAS Y FRACTURAS E.I.R.L.,ICA,ICA
160801,PUESTO DE SALUD I-1  LA FLORIDA,LORETO,PUTUMAYO
150135,CENTRO DE SALUD VIRGEN DEL PILAR DE NARANJAL,LIMA,SAN MARTIN DE PORRES
050304,PUESTO DE SALUD SAN MARTIN DE TIO PAMPA,AYACUCHO,SANTIAGO DE LUCANAMARCA
190102,PUAGMARAY,PASCO,HUACHON
140311,BODEGONES,LAMBAYEQUE,SAN JOSE
070104,DEPARTAMENTO DE SANIDAD DE LA  ESTACION NAVAL DE LA COMANDANCIA GENERAL DE LA MARINA - LA PERLA,CALLAO,LA PERLA
040112,SERVICIOS MEDICOS CRISTO SALVADOR DE FAMSOR E.I.R.L.,AREQUIPA,PAUCARPATA
040201,HOSPITAL DE CAMANA,AREQUIPA,CAMANA
060803,TABACAL CHONTALI,CAJAMARCA,CHONTALI
040301,POSTA MEDICA CARAVELI,AREQUIPA,CARAVELI
070101,CMP AMAUTA SAC,CALLAO,CALLAO
090603,OCOBAMBA,HUANCAVELICA,CORDOVA
080108,MEDITEC,CUSCO,WANCHAQ
080101,SOS LABCLIN CUSCO,CUSCO,CUSCO
200101,CONSULTORIO MEDICO SALUD ES VIDA,PIURA,PIURA
200101,VACUSALUD E.I.R.L.,PIURA,PIURA
140101,CRUZ DE LA ESPERANZA,LAMBAYEQUE,CHICLAYO
051005,PUESTO DE SALUD UMASI,AYACUCHO,CANARIA
200101,IDEAS S.A.,PIURA,PIURA
200101,DAVIDLAB,PIURA,PIURA
211001,SANTA  ANA TARUCANI,PUNO,PUTINA
110501,SAN JUAN DE DIOS,ICA,PISCO
200404,P.S  I-2  LA BOCANA,PIURA,LA MATANZA
080605,PHINAYA,CUSCO,PITUMARCA
190208,SAN MIGUEL DE CUCHIS,PASCO,VILCABAMBA
040104,PUESTO DE SALUD NAZARENO,AREQUIPA,CERRO COLORADO
020501,PUESTO DE SALUD PAMPA DE LAMPAS,ANCASH,CHIQUIAN
020105,CENTRO DE DIAGNOSTICO CLINICO ECOGRAFICO Dr ESCALANTE EIRL,ANCASH,INDEPENDENCIA
200104,CENTRO MEDICO CASTRO READI,PIURA,CASTILLA
180101,QUALAB,MOQUEGUA,MOQUEGUA
060406,CHOROPAMPA,CAJAMARCA,CHOROPAMPA
010521,TINTIN,AMAZONAS,SANTO TOMAS
170203,ALTO PUQUIRI,MADRE DE DIOS,MADRE DE DIOS
180105,P.S. PUENTE BELLO,MOQUEGUA,SAN CRISTOBAL
200604,PUESTO DE SALUD CHILACO PELADOS,PIURA,LANCONES
220508,PAMASHTO,SAN MARTIN,SAN ROQUE DE CUMBAZA
120126,DOS DE MAYO,JUNIN,PUCARA
120602,PALMAPAMPA,JUNIN,COVIRIALI
070106,CONSULTORIO DR.  LEVANO,CALLAO,VENTANILLA
080105,V.O.C.E.  DENTAL,CUSCO,SAN SEBASTIAN
160705,P.S. I-2 CHUINTAR,LORETO,PASTAZA
090402,COTAS,HUANCAVELICA,ARMA
150108,PUESTO DE SALUD DEFENSORES DE LIMA,LIMA,CHORRILLOS
160211,P.S. I-1 NUEVO PAPAPLAYA,LORETO,TENIENTE CESAR LOPEZ ROJAS
150121,CLINICA ESPECIALIZADA EN CIRUGÍA PLÁSTICA SAN AGUSTIN,LIMA,PUEBLO LIBRE
010116,OLLEROS,AMAZONAS,OLLEROS
150122,ANANDAVIDA,LIMA,MIRAFLORES
150105,CDG MEDICOS SAC,LIMA,BREÑA
200115,HAPPY  DENT´S,PIURA,VEINTISEIS DE OCTUBRE
150114,santa elena,LIMA,LA MOLINA
101004,IPRESS QUEROPALCA,HUANUCO,QUEROPALCA
150136,POLICLINICO MUNICIPAL LA PAZ,LIMA,SAN MIGUEL
160101,LABORATORIO DE REFERENCIA REGIONAL DE LORETO,LORETO,IQUITOS
200104,OPTICA MOGOLLON SAC,PIURA,CASTILLA
200101,CENTRO DE DIALISIS PIURA E.I.R.L.,PIURA,PIURA
200101,DENTAL ZAPATA,PIURA,PIURA
210301,TAYACCUCHO,PUNO,MACUSANI
200115,E.S.  CIENEGUILLO SUR,PIURA,VEINTISEIS DE OCTUBRE
110203,SALUS LABORIS,ICA,CHAVIN
040101,CLINICA AREQUIPA S.A.,AREQUIPA,AREQUIPA
200104,MEDICAL CENTER - PIURA CASTILLA E.I.R.L,PIURA,CASTILLA
180101,CENTRO DE SALUD MENTAL COMUNITARIO MARIANO LINO URQUIETA,MOQUEGUA,MOQUEGUA
200115,TUESTA DENT,PIURA,VEINTISEIS DE OCTUBRE
080101,ODONTO BUCAL,CUSCO,CUSCO
150120,Salud365,LIMA,MAGDALENA DEL MAR
200101,CONSULTORIO MEDICO NEFROLOGICO,PIURA,PIURA
230101,DERMOVARIX,TACNA,TACNA
070103,CONSULTORIO CRISTO REY,CALLAO,CARMEN DE LA LEGUA-REYNOSO
080406,TIRACANCHA,CUSCO,SAN SALVADOR
210308,PUESTO DE SALUD DE LA EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.,PUNO,OLLACHEA
080101,VIRGEN NATIVIDAD,CUSCO,CUSCO
150132,CONSULTORIO MÉDICO ODONTOLÓGICO KIRUMEDIC,LIMA,SAN JUAN DE LURIGANCHO
080905,VERSALLES,CUSCO,OCOBAMBA
150142,MEDIC CENTER VILLA,LIMA,VILLA EL SALVADOR
200104,INSTITUTO MEDICO CASTILLA S.A.C.,PIURA,CASTILLA
150103,CONSULTORIO ODONTOLOGICO A Y G DENTAL MEDIC,LIMA,ATE
160202,C.S. I-3 SAN GABRIEL DE VARADERO,LORETO,BALSAPUERTO
200101,CENTRO MEDICO ESPECIALIZADO MADRE DEL PERPETUO SOCORRO,PIURA,PIURA
150114,PERFEC SMILE,LIMA,LA MOLINA
150806,LOS ANGELES,LIMA,HUAURA
080101,PD DIGITAL,CUSCO,CUSCO
130604,CAYANCHAL,LA LIBERTAD,CHARAT
200210,PUESTO DE SALUD LA LAGUNA,PIURA,SUYO
210101,CENTRO ODONTOLOGICO DIBUJANDO SONRISAS,PUNO,PUNO
150120,DERMATOLOGIA CLINICA QUIRURGICA YESTETICA E.I.R.L.,LIMA,MAGDALENA DEL MAR
080106,CASAFRANCA,CUSCO,SANTIAGO
190308,UNION SIRIA,PASCO,CONSTITUCION
210502,ENFERMERIA RCB N°123 CHALLAPALCA,PUNO,CAPASO
120133,CENTRO DE AISLAMIENTO TEMPORAL - LA COLOMBINA,JUNIN,SAPALLANGA
110112,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC,ICA,SUBTANJALLA
200405,SERVICIOS MEDICOS BUENA SALUD - MORROPON,PIURA,MORROPON
200115,LABORATORIO DE ANALISIS CLINICOS SALUD Y VIDA,PIURA,VEINTISEIS DE OCTUBRE
150101,DENTISSIMO,LIMA,LIMA
070107,CENTRO DE SALUD MENTAL COMUNITARIO MI PERU,CALLAO,MI PERU
040126,Medicina Nuclear del Sur SAC,AREQUIPA,YANAHUARA
200115,CENTRO MEDICO SANTA MARGARITA,PIURA,VEINTISEIS DE OCTUBRE
160705,NUEVO PROGRESO - HUITOYACU,LORETO,PASTAZA
150137,DENTAL CADENT,LIMA,SANTA ANITA
160604,IPRESS FERNANDO BELAUNDE TERRY,LORETO,PAMPA HERMOSA
120101,SAN VICENTE,JUNIN,HUANCAYO
200801,CENTRO DE SALUD MENTAL COMUNITARIO SECHURA,PIURA,SECHURA
050505,PUESTO DE SALUD CHINCHIBAMBA,AYACUCHO,CHUNGUI
200115,CENTRO DE DIAGNOSTICO  Y APOYO MEDICO DIAGNOSTICLAB,PIURA,VEINTISEIS DE OCTUBRE
150101,NATUR SERVICE E.I.R.L,LIMA,LIMA
140101,HEALTH LAB,LAMBAYEQUE,CHICLAYO
160605,IPRESS TRES UNIDOS,LORETO,SARAYACU
160304,PUESTO DE SALUD  I-2 PROVIDENCIA,LORETO,TROMPETEROS
160108,B.A.P. PASTAZA,LORETO,PUNCHANA
200101,SOLIDARIA: CONSULTORIO MEDICO DE APOYO SOCIAL,PIURA,PIURA
200115,CLÍNICA BELLO HORIZONTE S.A.,PIURA,VEINTISEIS DE OCTUBRE
150123,CONSULTORIO PSICOLOGICO SAN CAMILO,LIMA,PACHACAMAC
200115,CENTRO DE ESPECIALIDADES MEDICAS PREVENTU SALUD,PIURA,VEINTISEIS DE OCTUBRE
230110,LABORATORIO CLINICO BIOCLEAN,TACNA,CORONEL GREGORIO ALBARRACIN L.
150110,ASOCIACION CULTURAL JOHANNES GUTENBERG,LIMA,COMAS
150116,BUENA VISTA,LIMA,LINCE
150107,CONSULTORIO DENTAL ACEVEDO,LIMA,CHACLACAYO
230110,DENTAL PACIFICO ORTODONCIA,TACNA,CORONEL GREGORIO ALBARRACIN L.
150122,CONSULTORIO ODONTOLOGICO MM ODONTOLOGISTS,LIMA,MIRAFLORES
150105,DISFRUTE DENTAL,LIMA,BREÑA
150120,CONSULTORIO UROLÓGICO,LIMA,MAGDALENA DEL MAR
080101,NEUMOVIDA,CUSCO,CUSCO
160101,CENTRO MEDICO POPULAR,LORETO,IQUITOS
150101,ODONTO AMERICA,LIMA,LIMA
150810,MI BREVETE SEGURO SAC.,LIMA,SANTA MARIA
160302,SANTA ISABEL DE YUMBATURO,LORETO,PARINARI
150122,EBSO,LIMA,MIRAFLORES
080104,UNIDAD DE SALUD - UAC,CUSCO,SAN JERONIMO
230110,CONSULTORIO DENTAL SANTO DOMINGO,TACNA,CORONEL GREGORIO ALBARRACIN L.
040101,ALERTA MEDICA,AREQUIPA,AREQUIPA
150716,JOSE LUIS ROMERO AGUILAR,LIMA,SAN ANTONIO
050104,POSTA MEDICO POLICIAL EESTP PNP AYACUCHO,AYACUCHO,CARMEN ALTO
050503,CENTRO MEDICO SAN FRANCISCO,AYACUCHO,AYNA
150137,KADIMAR DENT,LIMA,SANTA ANITA
160108,CENTRO DE SALUD MENTAL COMUNITARIO - PUNCHANA,LORETO,PUNCHANA
150101,IMAGEN DENTAL CENTER E.I.R.L,LIMA,LIMA
050115,EL GALENO,AYACUCHO,JESUS NAZARENO
040101,CENTRO MEDICO UNIVERSITARIO PEDRO P.DIAZ,AREQUIPA,AREQUIPA
200104,ALHAMDULILAH GRACIAS DIOS E.I.R.L.,PIURA,CASTILLA
050910,PUESTO DE SALUD SANTIAGO DE PAUCARAY,AYACUCHO,SANTIAGO DE PAUCARAY
200101,DENTAL MEGA,PIURA,PIURA
080101,FERTILIDAD Y GINECOLOGIA DEL SUR,CUSCO,CUSCO
120107,SANTO TOMAS AQUINO,JUNIN,CHILCA
080902,UNIDAD MEDICA MALVINAS,CUSCO,ECHARATE
030101,PATIBAMBA BAJA,APURIMAC,ABANCAY
180208,P.S. SALINAS MOCHE,MOQUEGUA,PUQUINA
150101,CIRUGIA PLASTICA ANAYA,LIMA,LIMA
230302,PUESTO DE SALUD BOROGUEÑA,TACNA,ILABAYA
060701,APAN BAJO,CAJAMARCA,BAMBAMARCA
150135,"CONSULTORIO ODONTOLOGICO INTEGRAL ""DENTAL LIVE""",LIMA,SAN MARTIN DE PORRES
200801,POLICLINICO MINA BAYOVAR,PIURA,SECHURA
200101,LABORATORIO CLINICO PONGO S.R.L,PIURA,PIURA
180101,LIGA DE LUCHA CONTRA EL CANCER - FILIAL MOQUEGUA,MOQUEGUA,MOQUEGUA
010514,PUEBLO NUEVO,AMAZONAS,PISUQUIA
080301,MENTAL COMUNITARIO ANTA,CUSCO,ANTA
030505,PUESTO DE SALUD CURCA,APURIMAC,MARA
200604,ENFERMERIA RCB N5,PIURA,LANCONES
220901,CENTRO DE HEMODIALISIS EQUILUX SAC,SAN MARTIN,TARAPOTO
150121,AMBULANCIAS AKIMAR,LIMA,PUEBLO LIBRE
211205,CHEJANI,PUNO,PHARA
150116,JMG SERVICIOS,LIMA,LINCE
150135,SUAREZDENT,LIMA,SAN MARTIN DE PORRES
120107,CENTRO MEDICO CALEB,JUNIN,CHILCA
150137,CONSULTORIO MEDICO HOPE CELLS,LIMA,SANTA ANITA
200105,CENTRO MEDICO MONZON,PIURA,CATACAOS
040702,PUESTO DE SALUD SAN CAMILO 7,AREQUIPA,COCACHACRA
150810,"CLINICA ESPECIALIZADA  ""SAN CARLOS""",LIMA,SANTA MARIA
150122,LAB CENTER,LIMA,MIRAFLORES
210401,CALLACAMI,PUNO,JULI
010109,QUILLUNYA,AMAZONAS,LA JALCA
010120,MITO,AMAZONAS,SOLOCO
070106,POLICLINICO EMMANUEL,CALLAO,VENTANILLA
040110,SIGNUMEDIK CENTRO MEDICO ESPECIALIZADO EN DIALISIS,AREQUIPA,MIRAFLORES
080101,DENTAL CLUB,CUSCO,CUSCO
230108,CONSULTORIO MEDICO IBEROAMERICANO,TACNA,POCOLLAY
150132,America odontologia integral,LIMA,SAN JUAN DE LURIGANCHO
150137,HOSPITAL HERMILIO VALDIZAN,LIMA,SANTA ANITA
150140,PUESTO DE SALUD MATEO PUMACAHUA,LIMA,SANTIAGO DE SURCO
200104,AUNA CLINICA MIRAFLORES,PIURA,CASTILLA
010305,CUISPES,AMAZONAS,CUISPES
160108,DENTI STAR E.I.R.L.,LORETO,PUNCHANA
080101,SANTA RITA,CUSCO,CUSCO
150116,SALUDVIAL,LIMA,LINCE
200101,DENTOPLUS,PIURA,PIURA
080108,CORPORACION JOSE PRADO CUSCO,CUSCO,WANCHAQ
120504,RAYMONDI,JUNIN,ULCUMAYO
150113,CENTRO MEDICO JESUS MARIA,LIMA,JESUS MARIA
080105,TUPAC AMARU,CUSCO,SAN SEBASTIAN
080706,COLLPA,CUSCO,LLUSCO
130601,SANTA ROSA,LA LIBERTAD,OTUZCO
200405,POSTA MEDICA  ESSALUD MORROPON,PIURA,MORROPON
150716,CENTRO MEDICO SAN ANTONIO,LIMA,SAN ANTONIO
150123,MEDIDENT Consultorio Odontológico,LIMA,PACHACAMAC
040126,CENTRO ODONTOLOGICO SOBRE LA ROCAA SAC,AREQUIPA,YANAHUARA
200101,CENTRO MEDICO SUAVAL S.A.C.,PIURA,PIURA
150117,GASTRODAC E.I.R.L.,LIMA,LOS OLIVOS
150103,ZAORZA SALUD,LIMA,ATE
150118,CARAPONGO MEDICAL CENTER,LIMA,LURIGANCHO
101007,P.S LAURICOCHA,HUANUCO,SAN MIGUEL DE CAURI
150806,ÓPTICAS MULTIVISION,LIMA,HUAURA
150123,LOS PINOS,LIMA,PACHACAMAC
150101,CEDESA - MEDICINA FÍSICA Y REHABILITACIÓN,LIMA,LIMA
040112,SERVIMEDIC EXPRESS,AREQUIPA,PAUCARPATA
200101,OPTICA BUENA VISION,PIURA,PIURA
150101,DIAGNOSCAN DIAGNOSTICO POR IMÁGENES,LIMA,LIMA
120105,CHACAPAMPA,JUNIN,CHACAPAMPA
150801,CENTRO MEDICO PARROQUIAL SANTA ROSA DE LIMA,LIMA,HUACHO
060701,SAN FRANCISCO DE ASIS,CAJAMARCA,BAMBAMARCA
110101,POLICLINICO BREVETES DEL SUR S.A.C.,ICA,ICA
100311,CHIPAQUILLO,HUANUCO,MARIAS
150130,HYSTOPAP,LIMA,SAN BORJA
150122,CENTRO SONRISAS,LIMA,MIRAFLORES
170204,SETAPO,MADRE DE DIOS,HUEPETUHE
120606,SANTA ELENA,JUNIN,PANGOA
160605,LA PEDRERA,LORETO,SARAYACU
130904,EL CALVARIO,LA LIBERTAD,CURGOS
060701,QUINUA BAJA,CAJAMARCA,BAMBAMARCA
210501,CHALLAPUJO SUYO,PUNO,ILAVE
220403,PUESTO DE SALUD COLLPA,SAN MARTIN,EL ESLABON
060614,CHURUMAYO,CAJAMARCA,SOCOTA
010514,EL REJO,AMAZONAS,PISUQUIA
220508,ALTO SHAMBOYACU,SAN MARTIN,SAN ROQUE DE CUMBAZA
060610,SANTO DOMINGO DE LA LUCMA,CAJAMARCA,SAN LUIS DE LUCMA
010402,BUCHIGKIM,AMAZONAS,EL CENEPA
010311,SAN PABLO DE VALERA,AMAZONAS,VALERA
220603,SHEPTE,SAN MARTIN,HUICUNGO
080408,BELLAVISTA,CUSCO,YANATILE
150128,CENTRO MATERNO INFANTIL PIEDRA LIZA,LIMA,RIMAC
220911,HOSPITAL RURAL DE PAPAPLAYA,SAN MARTIN,PAPAPLAYA
200401,P.S SAN PEDRO,PIURA,CHULUCANAS
010609,PAUJIL,AMAZONAS,OMIA
